Date,From,To,DeltaS
2022-06-13,GOLD,SOLVPN,0.01573591313786392
2022-06-13,UST10Y,GOLD,0.01302654297219847
2022-06-13,GOLD,SILVER,0.01283097743956399
2022-06-13,GOLD,VIX,0.012629917960343037
2022-06-13,GOLD,COPPER,0.011613106212510188
2022-06-13,SILVER,COPPER,0.011075559353591002
2022-06-13,VIX,UST10Y,0.010961883515349814
2022-06-13,COPPER,SOLVPN,0.010064268281432906
2022-06-13,COPPER,VIX,0.008511368132867216
2022-06-13,GOLD,DXY,0.008376356665223267
2022-06-13,VIX,SOLVPN,0.008015835414431266
2022-06-13,COPPER,GOLD,0.006110669984480677
2022-06-13,SILVER,UST10Y,0.005550051468039684
2022-06-13,COPPER,UST10Y,0.004765677393870832
2022-06-13,DXY,VIX,0.0035348107992911743
2022-06-13,DXY,UST10Y,0.0017462427229273207
2022-06-13,SOLVPN,UST10Y,0.0003381120576657305
2022-07-28,SOLVPN,COPPER,0.1696952512036493
2022-07-28,GOLD,COPPER,0.10537180976293953
2022-07-28,SOLVPN,SILVER,0.09716012040560505
2022-07-28,SILVER,COPPER,0.09619415206276291
2022-07-28,SOLVPN,VIX,0.0885931601538458
2022-07-28,SILVER,DXY,0.08554913241178905
2022-07-28,SOLVPN,DXY,0.06089318586438734
2022-07-28,VIX,COPPER,0.051535174581527815
2022-07-28,VIX,SILVER,0.051384472028406694
2022-07-28,COPPER,DXY,0.04486940130944665
2022-07-28,SOLVPN,GOLD,0.04420230526104585
2022-07-28,COPPER,SILVER,0.04303197592469077
2022-07-28,GOLD,SOLVPN,0.042431846857887416
2022-07-28,UST10Y,SOLVPN,0.03800070830586237
2022-07-28,UST10Y,VIX,0.03776465727301763
2022-07-28,SILVER,SOLVPN,0.03008849650213036
2022-07-28,COPPER,SOLVPN,0.03004766424895264
2022-07-28,SOLVPN,UST10Y,0.029668532019815248
2022-07-28,GOLD,DXY,0.028289211272632772
2022-07-28,SILVER,UST10Y,0.025429378389176735
2022-07-28,DXY,COPPER,0.022769018783027492
2022-07-28,VIX,SOLVPN,0.020695635750302782
2022-07-28,COPPER,UST10Y,0.01980044970099934
2022-07-28,UST10Y,DXY,0.018778554891955342
2022-07-28,DXY,UST10Y,0.01811550616368854
2022-07-28,GOLD,VIX,0.01593921462226105
2022-07-28,VIX,DXY,0.015247746590946357
2022-07-28,SILVER,VIX,0.014683947554804438
2022-07-28,VIX,GOLD,0.013659721568229017
2022-07-28,SILVER,GOLD,0.013190852711464918
2022-07-28,DXY,SOLVPN,0.013171154079775545
2022-07-28,DXY,GOLD,0.01212823313270349
2022-07-28,GOLD,UST10Y,0.01211874853800654
2022-07-28,UST10Y,COPPER,0.011315589555457431
2022-07-28,UST10Y,SILVER,0.011243906674014023
2022-07-28,VIX,UST10Y,0.010957144415867821
2022-07-28,DXY,SILVER,0.008776794472572957
2022-07-28,GOLD,SILVER,0.007199624821155215
2022-07-28,UST10Y,GOLD,0.006712517675418521
2022-07-28,COPPER,GOLD,0.004243478242636309
2022-07-28,DXY,VIX,0.002109534909625309
2022-07-28,COPPER,VIX,0.0020787375112681847
2022-09-13,SOLVPN,SILVER,0.13435930183243777
2022-09-13,GOLD,SILVER,0.1326591267540141
2022-09-13,COPPER,SILVER,0.11524274868544374
2022-09-13,GOLD,SOLVPN,0.08881313495544874
2022-09-13,DXY,SOLVPN,0.08531207304809374
2022-09-13,GOLD,DXY,0.0802764817050338
2022-09-13,VIX,COPPER,0.07668289814073487
2022-09-13,SOLVPN,VIX,0.0758613067484753
2022-09-13,DXY,SILVER,0.06490531836799629
2022-09-13,VIX,DXY,0.06320933828076512
2022-09-13,COPPER,DXY,0.06120910254250855
2022-09-13,VIX,GOLD,0.05948674458171614
2022-09-13,VIX,SOLVPN,0.05750796216503362
2022-09-13,COPPER,SOLVPN,0.05731638055067316
2022-09-13,DXY,VIX,0.05709682038536535
2022-09-13,COPPER,VIX,0.04813104085690209
2022-09-13,SOLVPN,DXY,0.04747587025041869
2022-09-13,SILVER,SOLVPN,0.045413322160653746
2022-09-13,GOLD,VIX,0.04051303938321037
2022-09-13,UST10Y,SILVER,0.04016678212395871
2022-09-13,UST10Y,VIX,0.03900556399310998
2022-09-13,SOLVPN,COPPER,0.03825584547916264
2022-09-13,UST10Y,SOLVPN,0.03229521456444699
2022-09-13,SILVER,DXY,0.031659895823195144
2022-09-13,SILVER,VIX,0.030936589322031176
2022-09-13,UST10Y,DXY,0.028962959099099794
2022-09-13,DXY,COPPER,0.0289575070435623
2022-09-13,COPPER,UST10Y,0.026254295934461894
2022-09-13,VIX,SILVER,0.026072620685806888
2022-09-13,VIX,UST10Y,0.019097830360638515
2022-09-13,SILVER,UST10Y,0.015437475610471447
2022-09-13,SOLVPN,UST10Y,0.013874626048949332
2022-09-13,GOLD,COPPER,0.011571623838299294
2022-09-13,GOLD,UST10Y,0.01149015828719991
2022-09-13,UST10Y,GOLD,0.010220873795579608
2022-09-13,COPPER,GOLD,0.007963138741073822
2022-09-13,DXY,GOLD,0.007848502863247314
2022-09-13,SILVER,COPPER,0.0067695063361616625
2022-09-13,DXY,UST10Y,0.006717168623418621
2022-09-13,SOLVPN,GOLD,0.006640211494691545
2022-09-13,SILVER,GOLD,0.005873287739959737
2022-09-13,UST10Y,COPPER,0.00133263195185504
2022-11-10,COPPER,SOLVPN,0.16571594938320217
2022-11-10,SOLVPN,DXY,0.10286667825920452
2022-11-10,UST10Y,SOLVPN,0.09976403103583291
2022-11-10,COPPER,VIX,0.09631826986598914
2022-11-10,VIX,DXY,0.09442383562422994
2022-11-10,DXY,SOLVPN,0.07424541144936905
2022-11-10,UST10Y,VIX,0.07384476629150716
2022-11-10,UST10Y,SILVER,0.06352822960942596
2022-11-10,VIX,UST10Y,0.06174161461233202
2022-11-10,SOLVPN,UST10Y,0.05374650986091774
2022-11-10,UST10Y,GOLD,0.04931207055135864
2022-11-10,COPPER,DXY,0.04914106207120489
2022-11-10,SOLVPN,SILVER,0.04439496720297134
2022-11-10,GOLD,SILVER,0.041773066100324996
2022-11-10,DXY,VIX,0.03717687802699263
2022-11-10,SILVER,SOLVPN,0.03307793730490688
2022-11-10,SILVER,VIX,0.032440966494172635
2022-11-10,DXY,SILVER,0.03009059254322033
2022-11-10,SILVER,GOLD,0.027703061825691905
2022-11-10,SILVER,UST10Y,0.026852243001688356
2022-11-10,COPPER,UST10Y,0.024726654468804635
2022-11-10,VIX,SILVER,0.022776789393838676
2022-11-10,UST10Y,DXY,0.022388380611467973
2022-11-10,GOLD,SOLVPN,0.020388067811164604
2022-11-10,GOLD,VIX,0.020271032248297047
2022-11-10,GOLD,DXY,0.019312683017645937
2022-11-10,UST10Y,COPPER,0.018950383720282477
2022-11-10,DXY,GOLD,0.01800681001692539
2022-11-10,VIX,GOLD,0.015363857365015124
2022-11-10,VIX,COPPER,0.01480993145298326
2022-11-10,COPPER,GOLD,0.013455939019865748
2022-11-10,SILVER,COPPER,0.012735105842679381
2022-11-10,GOLD,COPPER,0.010014616305788683
2022-11-10,DXY,UST10Y,0.008717746928248726
2022-11-10,SOLVPN,COPPER,0.008399286352021265
2022-11-10,VIX,SOLVPN,0.007935110973106063
2022-11-10,GOLD,UST10Y,0.005918492564483291
2022-11-10,DXY,COPPER,0.004527302621232986
2022-11-10,SILVER,DXY,0.002203311719295206
2022-11-10,SOLVPN,GOLD,0.0020120509838864875
2022-11-10,SOLVPN,VIX,0.0012119715117444585
2022-11-10,COPPER,SILVER,0.00032561017994389013
2022-11-14,SOLVPN,UST10Y,0.08306189477775555
2022-11-14,SOLVPN,VIX,0.08240519981585803
2022-11-14,COPPER,SOLVPN,0.07607985881282833
2022-11-14,VIX,UST10Y,0.07191338547108797
2022-11-14,COPPER,UST10Y,0.07138928436327142
2022-11-14,VIX,GOLD,0.06758603529695736
2022-11-14,SOLVPN,GOLD,0.06239587206464786
2022-11-14,SOLVPN,SILVER,0.06210794585744289
2022-11-14,VIX,COPPER,0.061448883275216526
2022-11-14,VIX,SILVER,0.06139165682033332
2022-11-14,DXY,COPPER,0.06021681680013925
2022-11-14,SOLVPN,DXY,0.05921906477967126
2022-11-14,COPPER,GOLD,0.05319026331984447
2022-11-14,COPPER,VIX,0.05139031290703053
2022-11-14,DXY,UST10Y,0.04965639107885368
2022-11-14,UST10Y,SOLVPN,0.04891298280983852
2022-11-14,SOLVPN,COPPER,0.04753012339021537
2022-11-14,UST10Y,COPPER,0.04530011105232389
2022-11-14,VIX,DXY,0.041353003348397976
2022-11-14,COPPER,SILVER,0.03994015630519299
2022-11-14,DXY,VIX,0.03794677805954921
2022-11-14,UST10Y,SILVER,0.037164514245634744
2022-11-14,SILVER,DXY,0.034419907076518194
2022-11-14,COPPER,DXY,0.03421142504712235
2022-11-14,DXY,GOLD,0.03282266137590986
2022-11-14,UST10Y,VIX,0.03226417760421427
2022-11-14,SILVER,GOLD,0.03222658436509182
2022-11-14,UST10Y,DXY,0.03150104311338309
2022-11-14,UST10Y,GOLD,0.030743036363893084
2022-11-14,GOLD,SOLVPN,0.030188286842392748
2022-11-14,GOLD,SILVER,0.026451942985280363
2022-11-14,GOLD,DXY,0.025898183405990594
2022-11-14,DXY,SILVER,0.02515172330003898
2022-11-14,VIX,SOLVPN,0.024844747644146237
2022-11-14,SILVER,UST10Y,0.020404551124518652
2022-11-14,SILVER,VIX,0.01770946987126261
2022-11-14,GOLD,UST10Y,0.01670765403311772
2022-11-14,SILVER,SOLVPN,0.015903909240000694
2022-11-14,SILVER,COPPER,0.013325778883977873
2022-11-14,GOLD,COPPER,0.012421207199158887
2022-11-14,DXY,SOLVPN,0.005263245730834559
2022-11-14,GOLD,VIX,0.0046437839770599315
2022-11-17,COPPER,SOLVPN,0.263122120668646
2022-11-17,UST10Y,SOLVPN,0.1575099362755558
2022-11-17,DXY,SOLVPN,0.1550920553855497
2022-11-17,VIX,SOLVPN,0.11863870915488886
2022-11-17,COPPER,UST10Y,0.09484128948727005
2022-11-17,SOLVPN,UST10Y,0.08354188404789774
2022-11-17,DXY,UST10Y,0.0827448707680501
2022-11-17,SOLVPN,COPPER,0.0621469789709501
2022-11-17,VIX,UST10Y,0.05700354005093366
2022-11-17,COPPER,GOLD,0.05513779000989284
2022-11-17,SOLVPN,VIX,0.05490967231105488
2022-11-17,UST10Y,VIX,0.04075137060486882
2022-11-17,SOLVPN,GOLD,0.04049570559825498
2022-11-17,VIX,GOLD,0.03592003811153535
2022-11-17,DXY,VIX,0.03584577384539281
2022-11-17,UST10Y,COPPER,0.03582193619681954
2022-11-17,VIX,COPPER,0.03542752444312073
2022-11-17,UST10Y,GOLD,0.03255150918627306
2022-11-17,SILVER,SOLVPN,0.02360124110183981
2022-11-17,DXY,GOLD,0.023283792381194296
2022-11-17,VIX,SILVER,0.021092043425912005
2022-11-17,SOLVPN,DXY,0.020841283740301003
2022-11-17,COPPER,VIX,0.02036645949289586
2022-11-17,SOLVPN,SILVER,0.018647324329159193
2022-11-17,UST10Y,DXY,0.018003006033365798
2022-11-17,COPPER,SILVER,0.016629368165595446
2022-11-17,SILVER,UST10Y,0.016452575509216943
2022-11-17,DXY,COPPER,0.012436859318829346
2022-11-17,GOLD,SOLVPN,0.007641465444106668
2022-11-17,SILVER,VIX,0.0071885958081922205
2022-11-17,UST10Y,SILVER,0.00710319123124091
2022-11-17,SILVER,GOLD,0.006237423374192808
2022-11-17,GOLD,DXY,0.004989499282506943
2022-11-17,VIX,DXY,0.003398639690723265
2022-11-17,COPPER,DXY,0.0024496179143342622
2022-11-17,GOLD,VIX,0.0015905349397938306
2022-11-17,SILVER,DXY,0.0014888376006520487
2022-11-17,GOLD,COPPER,0.0011483954157248608
2022-11-17,GOLD,UST10Y,0.0004330771348928508
2022-11-17,GOLD,SILVER,0.0004283339630256622
2022-11-17,SILVER,COPPER,0.0003756392309276005
2022-11-17,DXY,SILVER,0.00036634537077701035
2022-12-15,COPPER,SOLVPN,0.26016809287648535
2022-12-15,SILVER,SOLVPN,0.16513477238319985
2022-12-15,GOLD,SOLVPN,0.1488121595164473
2022-12-15,COPPER,UST10Y,0.08293802706653214
2022-12-15,COPPER,GOLD,0.07699054281037143
2022-12-15,COPPER,SILVER,0.07480871219768095
2022-12-15,COPPER,DXY,0.06085464005754051
2022-12-15,GOLD,DXY,0.05348909520697663
2022-12-15,GOLD,UST10Y,0.05120542295798298
2022-12-15,SOLVPN,DXY,0.05010946497670919
2022-12-15,SILVER,UST10Y,0.045689751997863196
2022-12-15,DXY,SOLVPN,0.04266922031971754
2022-12-15,SILVER,DXY,0.042280001791580674
2022-12-15,COPPER,VIX,0.04146567482781865
2022-12-15,SOLVPN,VIX,0.034924969707979744
2022-12-15,DXY,UST10Y,0.03477994814967231
2022-12-15,SOLVPN,GOLD,0.03337886344479504
2022-12-15,SOLVPN,SILVER,0.029992783372026988
2022-12-15,SILVER,VIX,0.027597512579601774
2022-12-15,SOLVPN,UST10Y,0.027019688709998477
2022-12-15,VIX,UST10Y,0.02700767727355019
2022-12-15,GOLD,VIX,0.019662388914614512
2022-12-15,VIX,COPPER,0.018901439958827135
2022-12-15,UST10Y,COPPER,0.01625040855185747
2022-12-15,SILVER,COPPER,0.014352267848017686
2022-12-15,GOLD,COPPER,0.014163432347428305
2022-12-15,VIX,GOLD,0.01319113887720541
2022-12-15,DXY,GOLD,0.01304150792225095
2022-12-15,DXY,SILVER,0.012963969378305198
2022-12-15,VIX,SOLVPN,0.012563476549445812
2022-12-15,VIX,SILVER,0.011730438263378926
2022-12-15,UST10Y,SILVER,0.011399903807151085
2022-12-15,GOLD,SILVER,0.011385505582037408
2022-12-15,UST10Y,VIX,0.01133355250780857
2022-12-15,UST10Y,SOLVPN,0.010569243913691226
2022-12-15,DXY,VIX,0.010128786343177862
2022-12-15,UST10Y,DXY,0.00627876237940464
2022-12-15,UST10Y,GOLD,0.005024538186051031
2022-12-15,SILVER,GOLD,0.003713139005425331
2022-12-15,SOLVPN,COPPER,0.0034007087165191623
2022-12-15,DXY,COPPER,0.0024006555818326114
2022-12-15,VIX,DXY,0.0019894650667552916
2022-12-20,COPPER,SOLVPN,0.2298467117824159
2022-12-20,GOLD,SOLVPN,0.20380035253347256
2022-12-20,SILVER,SOLVPN,0.17111523960526606
2022-12-20,GOLD,DXY,0.09573946076287382
2022-12-20,DXY,SOLVPN,0.08943150641363762
2022-12-20,COPPER,DXY,0.07609569493057436
2022-12-20,SILVER,DXY,0.07423305531837393
2022-12-20,COPPER,VIX,0.07190086730314438
2022-12-20,COPPER,SILVER,0.06428233474550793
2022-12-20,GOLD,VIX,0.06220124177332536
2022-12-20,SILVER,VIX,0.04755152006426818
2022-12-20,SOLVPN,SILVER,0.047326335353103516
2022-12-20,SOLVPN,DXY,0.044252339086300545
2022-12-20,SOLVPN,UST10Y,0.04284752436727807
2022-12-20,GOLD,COPPER,0.04151834824015104
2022-12-20,COPPER,GOLD,0.04067009642779812
2022-12-20,SOLVPN,VIX,0.039308791923210136
2022-12-20,DXY,UST10Y,0.03715670209424586
2022-12-20,DXY,VIX,0.036509755201458036
2022-12-20,VIX,UST10Y,0.036006522291361684
2022-12-20,UST10Y,SILVER,0.032457964366441716
2022-12-20,DXY,COPPER,0.031381431859096115
2022-12-20,VIX,SOLVPN,0.029483698122356752
2022-12-20,UST10Y,GOLD,0.02930136720299316
2022-12-20,SOLVPN,GOLD,0.028958969659251488
2022-12-20,SILVER,COPPER,0.025935318067450475
2022-12-20,VIX,COPPER,0.02183563217660342
2022-12-20,GOLD,UST10Y,0.01857483553006923
2022-12-20,UST10Y,DXY,0.017701877671690222
2022-12-20,VIX,SILVER,0.016657956358677672
2022-12-20,VIX,DXY,0.01331322332792434
2022-12-20,SILVER,GOLD,0.013141497889017945
2022-12-20,UST10Y,SOLVPN,0.009775460231384342
2022-12-20,SILVER,UST10Y,0.008568902930037557
2022-12-20,VIX,GOLD,0.008475335731130296
2022-12-20,DXY,SILVER,0.006463602321283152
2022-12-20,UST10Y,COPPER,0.0044558449714890425
2022-12-20,SOLVPN,COPPER,0.0043368237491774285
2022-12-20,GOLD,SILVER,0.0042452611115793015
2022-12-20,COPPER,UST10Y,0.0017465396272113992
2022-12-20,DXY,GOLD,0.0014401556922358782
2022-12-20,UST10Y,VIX,0.00039625796172471084
2023-01-03,COPPER,DXY,0.12847310393662556
2023-01-03,UST10Y,SOLVPN,0.09309045987000958
2023-01-03,UST10Y,GOLD,0.0751893425216331
2023-01-03,COPPER,GOLD,0.07469320054415064
2023-01-03,SOLVPN,DXY,0.07449346853063844
2023-01-03,COPPER,VIX,0.07168613072760911
2023-01-03,COPPER,SILVER,0.05628802880619699
2023-01-03,COPPER,SOLVPN,0.0518684771420881
2023-01-03,VIX,DXY,0.05158924382662619
2023-01-03,GOLD,VIX,0.04706431664546849
2023-01-03,UST10Y,SILVER,0.04515943359413542
2023-01-03,UST10Y,VIX,0.04426281030606765
2023-01-03,GOLD,DXY,0.040224173223873505
2023-01-03,SOLVPN,VIX,0.038542692222918534
2023-01-03,DXY,GOLD,0.038181597332092546
2023-01-03,UST10Y,DXY,0.03715368791780439
2023-01-03,UST10Y,COPPER,0.03255118897777745
2023-01-03,SOLVPN,GOLD,0.03171825632865247
2023-01-03,SILVER,DXY,0.0315671021857116
2023-01-03,COPPER,UST10Y,0.030090031707858587
2023-01-03,GOLD,SILVER,0.029533259963930886
2023-01-03,SOLVPN,SILVER,0.02819336126252349
2023-01-03,DXY,VIX,0.026482930111466046
2023-01-03,VIX,UST10Y,0.025437330915146827
2023-01-03,SOLVPN,COPPER,0.02507423342897547
2023-01-03,VIX,GOLD,0.02484663050701426
2023-01-03,GOLD,COPPER,0.022709337982134176
2023-01-03,VIX,COPPER,0.02229830243454199
2023-01-03,SILVER,GOLD,0.021895034072342334
2023-01-03,DXY,UST10Y,0.01826556706169047
2023-01-03,DXY,SILVER,0.0182137695541527
2023-01-03,GOLD,UST10Y,0.017442814054496894
2023-01-03,DXY,COPPER,0.01665656842071357
2023-01-03,GOLD,SOLVPN,0.014449979288918918
2023-01-03,SILVER,VIX,0.014229484244989862
2023-01-03,VIX,SOLVPN,0.013303718651168042
2023-01-03,SILVER,SOLVPN,0.011587535665900983
2023-01-03,VIX,SILVER,0.011361669599924809
2023-01-03,DXY,SOLVPN,0.010459691875897431
2023-01-03,SILVER,UST10Y,0.00859549605723487
2023-01-03,SOLVPN,UST10Y,0.005688502285654845
2023-01-03,SILVER,COPPER,0.004382409801834644
2023-05-11,SILVER,COPPER,0.18502706057859122
2023-05-11,COPPER,SILVER,0.11718664345681572
2023-05-11,SILVER,GOLD,0.10349446657186404
2023-05-11,UST10Y,COPPER,0.08997401556702805
2023-05-11,COPPER,DXY,0.07058944197150796
2023-05-11,DXY,COPPER,0.06720100795597304
2023-05-11,COPPER,UST10Y,0.06592636600572747
2023-05-11,COPPER,GOLD,0.06557051138306233
2023-05-11,SOLVPN,DXY,0.05757329588459277
2023-05-11,SOLVPN,COPPER,0.05717561054651525
2023-05-11,UST10Y,SILVER,0.05439023218292435
2023-05-11,COPPER,SOLVPN,0.04679202483763455
2023-05-11,UST10Y,DXY,0.04345294752975058
2023-05-11,UST10Y,VIX,0.041813388708278526
2023-05-11,DXY,UST10Y,0.03948592671685732
2023-05-11,GOLD,SILVER,0.03350764267274775
2023-05-11,COPPER,VIX,0.03284047711450666
2023-05-11,SILVER,SOLVPN,0.032547950458889696
2023-05-11,SOLVPN,GOLD,0.027553563117605692
2023-05-11,DXY,SILVER,0.024411710005756038
2023-05-11,GOLD,COPPER,0.024142599898485557
2023-05-11,VIX,SOLVPN,0.023441671025069666
2023-05-11,GOLD,DXY,0.022199687618682046
2023-05-11,DXY,VIX,0.021662940259359754
2023-05-11,VIX,COPPER,0.021294347017864375
2023-05-11,SILVER,DXY,0.020950060821232325
2023-05-11,VIX,SILVER,0.01964184689534752
2023-05-11,SILVER,UST10Y,0.018091267659610253
2023-05-11,DXY,GOLD,0.013656971862045245
2023-05-11,SOLVPN,SILVER,0.013249818097598932
2023-05-11,VIX,DXY,0.012189148820165273
2023-05-11,SILVER,VIX,0.011704916827701396
2023-05-11,VIX,UST10Y,0.010754791481927234
2023-05-11,VIX,GOLD,0.009546750060020287
2023-05-11,SOLVPN,VIX,0.009290313307190268
2023-05-11,UST10Y,SOLVPN,0.007202545706643845
2023-05-11,DXY,SOLVPN,0.007116110014393032
2023-05-11,SOLVPN,UST10Y,0.006094870633065047
2023-05-11,GOLD,UST10Y,0.0022917527821651185
2023-05-11,GOLD,VIX,0.0008803172356065467
2023-05-11,GOLD,SOLVPN,0.0006362450789052579
2023-05-11,UST10Y,GOLD,0.0006180133199944898
2023-10-02,SOLVPN,COPPER,0.18805272946315957
2023-10-02,SOLVPN,VIX,0.17764029492025113
2023-10-02,SOLVPN,SILVER,0.11514917295129937
2023-10-02,SOLVPN,UST10Y,0.11182944984084034
2023-10-02,COPPER,SOLVPN,0.07082974621539792
2023-10-02,COPPER,GOLD,0.07067262160806907
2023-10-02,UST10Y,SILVER,0.06972306502430915
2023-10-02,UST10Y,VIX,0.06910530826210237
2023-10-02,COPPER,VIX,0.06847194144464432
2023-10-02,SOLVPN,DXY,0.06358438797645649
2023-10-02,GOLD,VIX,0.05811344587103157
2023-10-02,UST10Y,COPPER,0.057838521906390425
2023-10-02,UST10Y,SOLVPN,0.05761968284677316
2023-10-02,SOLVPN,GOLD,0.05283494991712172
2023-10-02,GOLD,SOLVPN,0.05238751189911339
2023-10-02,COPPER,UST10Y,0.04812087841192855
2023-10-02,UST10Y,DXY,0.04731698699090166
2023-10-02,COPPER,SILVER,0.04516397046171963
2023-10-02,DXY,GOLD,0.042219129954675236
2023-10-02,GOLD,COPPER,0.03935731649468019
2023-10-02,UST10Y,GOLD,0.03900470553888993
2023-10-02,SILVER,DXY,0.03863227023890106
2023-10-02,SILVER,UST10Y,0.037376581826867136
2023-10-02,VIX,COPPER,0.037270114604985916
2023-10-02,VIX,UST10Y,0.03231296503392052
2023-10-02,SILVER,VIX,0.03103528221055131
2023-10-02,GOLD,DXY,0.031016397923085443
2023-10-02,GOLD,SILVER,0.030750429319495454
2023-10-02,SILVER,SOLVPN,0.030680731189287623
2023-10-02,VIX,SILVER,0.029270111914914205
2023-10-02,COPPER,DXY,0.022874434303867305
2023-10-02,DXY,SILVER,0.022791198063864287
2023-10-02,DXY,VIX,0.020685301756004325
2023-10-02,SILVER,GOLD,0.020630951641977813
2023-10-02,VIX,GOLD,0.013435396502483501
2023-10-02,DXY,COPPER,0.0130839999315579
2023-10-02,DXY,SOLVPN,0.012545688817943587
2023-10-02,VIX,DXY,0.011342548651215166
2023-10-02,DXY,UST10Y,0.010071470368620286
2023-10-02,SILVER,COPPER,0.0037587814857708013
2023-10-02,GOLD,UST10Y,0.002662576692189375
2023-10-02,VIX,SOLVPN,0.0026592499029763905
2023-10-03,SOLVPN,UST10Y,0.13905149360731905
2023-10-03,SOLVPN,SILVER,0.12540215479491998
2023-10-03,SOLVPN,COPPER,0.11826651567853894
2023-10-03,SOLVPN,VIX,0.10835751266917754
2023-10-03,SOLVPN,GOLD,0.09212306360616306
2023-10-03,VIX,UST10Y,0.0881515510536098
2023-10-03,COPPER,UST10Y,0.07863595927060062
2023-10-03,COPPER,SILVER,0.07486862903040854
2023-10-03,COPPER,GOLD,0.06331772939836926
2023-10-03,UST10Y,SOLVPN,0.06075233366501556
2023-10-03,SOLVPN,DXY,0.055419555412743196
2023-10-03,UST10Y,VIX,0.05227126989116888
2023-10-03,UST10Y,SILVER,0.05068252202862428
2023-10-03,COPPER,VIX,0.04940349708060142
2023-10-03,COPPER,SOLVPN,0.041333203984256855
2023-10-03,UST10Y,DXY,0.03946350166248416
2023-10-03,VIX,GOLD,0.03283541126551986
2023-10-03,COPPER,DXY,0.030415381848264617
2023-10-03,UST10Y,GOLD,0.025163868151547822
2023-10-03,VIX,SILVER,0.02366245286975619
2023-10-03,DXY,UST10Y,0.021616779625472995
2023-10-03,DXY,COPPER,0.019405657168388477
2023-10-03,SILVER,UST10Y,0.01748552112603942
2023-10-03,GOLD,SOLVPN,0.016280415386644972
2023-10-03,VIX,SOLVPN,0.01602325951267547
2023-10-03,SILVER,SOLVPN,0.015002805567253481
2023-10-03,SILVER,GOLD,0.014120892333344293
2023-10-03,DXY,SOLVPN,0.012846985571608103
2023-10-03,DXY,SILVER,0.010935162924391173
2023-10-03,SILVER,COPPER,0.01013367660282391
2023-10-03,GOLD,SILVER,0.009816967811861116
2023-10-03,SILVER,DXY,0.00928252978256669
2023-10-03,DXY,GOLD,0.008785808051651633
2023-10-03,UST10Y,COPPER,0.004429895542476137
2023-10-03,GOLD,UST10Y,0.004361389254820533
2023-10-03,DXY,VIX,0.003919579576640655
2023-10-03,GOLD,DXY,0.003827946374425517
2023-10-03,VIX,DXY,0.003792968704884457
2023-10-03,GOLD,COPPER,0.003599205867951677
2023-10-03,VIX,COPPER,0.002829999395613181
2023-10-03,GOLD,VIX,0.0012250859448810492
2023-10-03,SILVER,VIX,0.0008014497561664568
2023-10-16,SOLVPN,GOLD,0.16645069199974422
2023-10-16,VIX,UST10Y,0.1047300375320592
2023-10-16,VIX,GOLD,0.09083260747065128
2023-10-16,SOLVPN,UST10Y,0.08851987398575824
2023-10-16,COPPER,SOLVPN,0.08536140512338383
2023-10-16,COPPER,GOLD,0.08106526379686815
2023-10-16,SOLVPN,SILVER,0.08104169210063843
2023-10-16,COPPER,DXY,0.06143228767065469
2023-10-16,SOLVPN,DXY,0.05997112060622062
2023-10-16,GOLD,VIX,0.04856035720166878
2023-10-16,UST10Y,GOLD,0.04648267024445579
2023-10-16,COPPER,VIX,0.04463957077871067
2023-10-16,DXY,UST10Y,0.04453719544591238
2023-10-16,DXY,VIX,0.0430675812876727
2023-10-16,COPPER,UST10Y,0.04145029164477722
2023-10-16,COPPER,SILVER,0.036246939043977716
2023-10-16,GOLD,UST10Y,0.03516038830452756
2023-10-16,SOLVPN,COPPER,0.033479566570219235
2023-10-16,UST10Y,VIX,0.028927712891669732
2023-10-16,SOLVPN,VIX,0.026570991646362285
2023-10-16,DXY,GOLD,0.02233483639573547
2023-10-16,VIX,SOLVPN,0.021969214410830856
2023-10-16,VIX,SILVER,0.020275312731628515
2023-10-16,SILVER,VIX,0.01948605392125464
2023-10-16,UST10Y,SILVER,0.01863766558347535
2023-10-16,UST10Y,DXY,0.015272172672922468
2023-10-16,GOLD,SOLVPN,0.015140532544061738
2023-10-16,SILVER,DXY,0.015088292578136347
2023-10-16,DXY,SOLVPN,0.013892590740821886
2023-10-16,GOLD,SILVER,0.013196068250859394
2023-10-16,SILVER,UST10Y,0.01176126226048009
2023-10-16,GOLD,COPPER,0.011603443188025364
2023-10-16,UST10Y,SOLVPN,0.009980615301329127
2023-10-16,VIX,COPPER,0.007639941334602447
2023-10-16,SILVER,GOLD,0.006535541175244464
2023-10-16,DXY,SILVER,0.004632279549797502
2023-10-16,VIX,DXY,0.0045847877995054825
2023-10-16,UST10Y,COPPER,0.003511403986243264
2023-10-16,DXY,COPPER,0.0032957911029014714
2023-10-16,SILVER,COPPER,0.003169585884138959
2023-10-16,SILVER,SOLVPN,0.0015623807955783553
2023-10-16,GOLD,DXY,0.0007333573610253941
2023-10-17,SOLVPN,DXY,0.18369292876940754
2023-10-17,SOLVPN,UST10Y,0.16488531656171218
2023-10-17,SOLVPN,GOLD,0.14475500262064345
2023-10-17,SOLVPN,SILVER,0.1266316662513113
2023-10-17,COPPER,DXY,0.10085447533126057
2023-10-17,COPPER,GOLD,0.08565569270165856
2023-10-17,UST10Y,SOLVPN,0.08154084241242113
2023-10-17,COPPER,SOLVPN,0.07996243233671871
2023-10-17,SOLVPN,COPPER,0.0777393865271958
