horizon,response,impulse,irf
18,dlog_SOLVPN,d_UST10Y,7.213556069433552e-19
18,dlog_SOLVPN,dlog_VIX,1.0920537730908471e-20
18,dlog_COPPER,dlog_SOLVPN,-2.7274332861494683e-18
18,dlog_COPPER,dlog_COPPER,8.780046559817138e-18
18,dlog_COPPER,dlog_DXY,7.423753725620864e-17
18,dlog_COPPER,d_UST10Y,-6.177797173237881e-18
18,dlog_COPPER,dlog_VIX,-9.922951216807165e-20
18,dlog_DXY,dlog_SOLVPN,-2.3595221995603544e-19
18,dlog_DXY,dlog_COPPER,7.546426790606658e-19
18,dlog_DXY,dlog_DXY,6.379841747169577e-18
18,dlog_DXY,d_UST10Y,-5.306709063755264e-19
18,dlog_DXY,dlog_VIX,-8.371960526343423e-21
18,d_UST10Y,dlog_SOLVPN,7.773901362765181e-18
18,d_UST10Y,dlog_COPPER,-2.5065264423968315e-17
18,d_UST10Y,dlog_DXY,-2.1194020203549874e-16
18,d_UST10Y,d_UST10Y,1.7638871165936278e-17
18,d_UST10Y,dlog_VIX,2.845415871821104e-19
18,dlog_VIX,dlog_SOLVPN,-4.933088123034864e-18
18,dlog_VIX,dlog_COPPER,1.5908861207904734e-17
18,dlog_VIX,dlog_DXY,1.3451844182369724e-16
18,dlog_VIX,d_UST10Y,-1.119554235751597e-17
18,dlog_VIX,dlog_VIX,-1.8069462768134523e-19
19,dlog_SOLVPN,dlog_SOLVPN,-3.8233570344659706e-20
19,dlog_SOLVPN,dlog_COPPER,1.246114516625801e-19
19,dlog_SOLVPN,dlog_DXY,1.0538884456163508e-18
19,dlog_SOLVPN,d_UST10Y,-8.777499099402403e-20
19,dlog_SOLVPN,dlog_VIX,-1.456919903405842e-21
19,dlog_COPPER,dlog_SOLVPN,3.3153168479839162e-19
19,dlog_COPPER,dlog_COPPER,-1.0661629893852486e-18
19,dlog_COPPER,dlog_DXY,-9.014491087266982e-18
19,dlog_COPPER,d_UST10Y,7.501027717510133e-19
19,dlog_COPPER,dlog_VIX,1.201466247154048e-20
19,dlog_DXY,dlog_SOLVPN,2.836998205052849e-20
19,dlog_DXY,dlog_COPPER,-9.16103597571028e-20
19,dlog_DXY,dlog_DXY,-7.746385968558391e-19
19,dlog_DXY,d_UST10Y,6.447646321835829e-20
19,dlog_DXY,dlog_VIX,1.0443043625667192e-21
19,d_UST10Y,dlog_SOLVPN,-9.474686007920849e-19
19,d_UST10Y,dlog_COPPER,3.0438917936022094e-18
19,d_UST10Y,dlog_DXY,2.5735815779901367e-17
19,d_UST10Y,d_UST10Y,-2.1413500784990258e-18
19,d_UST10Y,dlog_VIX,-3.420518861644161e-20
19,dlog_VIX,dlog_SOLVPN,6.014368434632005e-19
19,dlog_VIX,dlog_COPPER,-1.9319670604768697e-18
19,dlog_VIX,dlog_DXY,-1.6334555600448616e-17
19,dlog_VIX,d_UST10Y,1.3591058238109104e-18
19,dlog_VIX,dlog_VIX,2.1702211876040244e-20
20,dlog_SOLVPN,dlog_SOLVPN,4.744196963763448e-21
20,dlog_SOLVPN,dlog_COPPER,-1.5139705118397526e-20
20,dlog_SOLVPN,dlog_DXY,-1.2798701405909417e-19
20,dlog_SOLVPN,d_UST10Y,1.0644242795435535e-20
20,dlog_SOLVPN,dlog_VIX,1.668941870667972e-22
20,dlog_COPPER,dlog_SOLVPN,-4.0230269908713945e-20
20,dlog_COPPER,dlog_COPPER,1.2945863142474518e-19
20,dlog_COPPER,dlog_DXY,1.094597423534255e-18
20,dlog_COPPER,d_UST10Y,-9.10863243975351e-20
20,dlog_COPPER,dlog_VIX,-1.4615198462794928e-21
20,dlog_DXY,dlog_SOLVPN,-3.466367389450924e-21
20,dlog_DXY,dlog_COPPER,1.1125765812854838e-20
20,dlog_DXY,dlog_DXY,9.406548010239332e-20
20,dlog_DXY,d_UST10Y,-7.826216928831813e-21
20,dlog_DXY,dlog_VIX,-1.2469049561340243e-22
20,d_UST10Y,dlog_SOLVPN,1.1477988230361672e-19
20,d_UST10Y,dlog_COPPER,-3.6958786309954357e-19
20,d_UST10Y,dlog_DXY,-3.1249766204556573e-18
20,d_UST10Y,d_UST10Y,2.6005447851068306e-19
20,d_UST10Y,dlog_VIX,4.1798599735985816e-21
20,dlog_VIX,dlog_SOLVPN,-7.284495031042481e-20
20,dlog_VIX,dlog_COPPER,2.3457720866954077e-19
20,dlog_VIX,dlog_DXY,1.98342423195131e-18
20,dlog_VIX,d_UST10Y,-1.6505760637647627e-19
20,dlog_VIX,dlog_VIX,-2.6535404823817775e-21
